"","R1","R2","R3","P5","P7","mm10_unique","mm10_total","mm10_dup","mm10_libsize"
"161684","R1.005","R2.075","R3.020","P1.04","P2.04",1,1,0,1
"162094","R1.005","R2.077","R3.046","P1.04","P2.04",1,1,0,1
"162458","R1.005","R2.079","R3.026","P1.04","P2.04",1,1,0,1
"162821","R1.005","R2.081","R3.005","P1.04","P2.04",1,1,0,1
"162901","R1.005","R2.081","R3.085","P1.04","P2.04",1,1,0,1
"163055","R1.005","R2.082","R3.047","P1.04","P2.04",1,1,0,1
"163083","R1.005","R2.082","R3.075","P1.04","P2.04",1,1,0,1
"163230","R1.005","R2.083","R3.030","P1.04","P2.04",1,1,0,1
"163250","R1.005","R2.083","R3.050","P1.04","P2.04",1,2,0.5,1
"163457","R1.005","R2.084","R3.065","P1.04","P2.04",1,1,0,1
"163637","R1.005","R2.085","R3.053","P1.04","P2.04",1,1,0,1
"163674","R1.005","R2.085","R3.090","P1.04","P2.04",1,1,0,1
"163839","R1.005","R2.086","R3.063","P1.04","P2.04",1,1,0,1
"164047","R1.005","R2.087","R3.079","P1.04","P2.04",1,1,0,1
"164051","R1.005","R2.087","R3.083","P1.04","P2.04",1,1,0,1
"164445","R1.005","R2.089","R3.093","P1.04","P2.04",1,1,0,1
"164625","R1.005","R2.090","R3.081","P1.04","P2.04",1,1,0,1
"165140","R1.005","R2.093","R3.020","P1.04","P2.04",1,1,0,1
"165394","R1.005","R2.094","R3.082","P1.04","P2.04",1,1,0,1
"165566","R1.005","R2.095","R3.062","P1.04","P2.04",1,1,0,1
"184326","R1.006","R2.001","R3.006","P1.04","P2.04",1,1,0,1
"184329","R1.006","R2.001","R3.009","P1.04","P2.04",1,2,0.5,1
"184600","R1.006","R2.002","R3.088","P1.04","P2.04",1,1,0,1
"184708","R1.006","R2.003","R3.004","P1.04","P2.04",1,2,0.5,1
"185135","R1.006","R2.005","R3.047","P1.04","P2.04",1,1,0,1
"185177","R1.006","R2.005","R3.089","P1.04","P2.04",1,1,0,1
"185292","R1.006","R2.006","R3.012","P1.04","P2.04",2,3,0.333333333333333,3
"185327","R1.006","R2.006","R3.047","P1.04","P2.04",1,1,0,1
"185527","R1.006","R2.007","R3.055","P1.04","P2.04",1,1,0,1
"185556","R1.006","R2.007","R3.084","P1.04","P2.04",1,1,0,1
"185695","R1.006","R2.008","R3.031","P1.04","P2.04",1,1,0,1
"186107","R1.006","R2.010","R3.059","P1.04","P2.04",1,1,0,1
"186273","R1.006","R2.011","R3.033","P1.04","P2.04",1,1,0,1
"186446","R1.006","R2.012","R3.014","P1.04","P2.04",1,1,0,1
"186470","R1.006","R2.012","R3.038","P1.04","P2.04",1,1,0,1
"186637","R1.006","R2.013","R3.013","P1.04","P2.04",1,1,0,1
"186664","R1.006","R2.013","R3.040","P1.04","P2.04",1,1,0,1
"186882","R1.006","R2.014","R3.066","P1.04","P2.04",1,1,0,1
"187078","R1.006","R2.015","R3.070","P1.04","P2.04",1,1,0,1
"187459","R1.006","R2.017","R3.067","P1.04","P2.04",1,1,0,1
"187473","R1.006","R2.017","R3.081","P1.04","P2.04",1,1,0,1
"187594","R1.006","R2.018","R3.010","P1.04","P2.04",1,1,0,1
"187788","R1.006","R2.019","R3.012","P1.04","P2.04",1,1,0,1
"187804","R1.006","R2.019","R3.028","P1.04","P2.04",1,1,0,1
"187969","R1.006","R2.020","R3.001","P1.04","P2.04",1,1,0,1
"188169","R1.006","R2.021","R3.009","P1.04","P2.04",1,1,0,1
"188252","R1.006","R2.021","R3.092","P1.04","P2.04",1,1,0,1
"188598","R1.006","R2.023","R3.054","P1.04","P2.04",1,1,0,1
"188975","R1.006","R2.025","R3.047","P1.04","P2.04",2,2,0,2
"189194","R1.006","R2.026","R3.074","P1.04","P2.04",1,1,0,1
"189767","R1.006","R2.029","R3.071","P1.04","P2.04",1,1,0,1
"189899","R1.006","R2.030","R3.011","P1.04","P2.04",2,2,0,2
"190120","R1.006","R2.031","R3.040","P1.04","P2.04",1,1,0,1
"190282","R1.006","R2.032","R3.010","P1.04","P2.04",1,1,0,1
"190294","R1.006","R2.032","R3.022","P1.04","P2.04",1,1,0,1
"190476","R1.006","R2.033","R3.012","P1.04","P2.04",1,1,0,1
"190515","R1.006","R2.033","R3.051","P1.04","P2.04",1,1,0,1
"190516","R1.006","R2.033","R3.052","P1.04","P2.04",1,1,0,1
"190725","R1.006","R2.034","R3.069","P1.04","P2.04",1,1,0,1
"190734","R1.006","R2.034","R3.078","P1.04","P2.04",1,1,0,1
"190901","R1.006","R2.035","R3.053","P1.04","P2.04",1,1,0,1
"191043","R1.006","R2.036","R3.003","P1.04","P2.04",1,1,0,1
"191049","R1.006","R2.036","R3.009","P1.04","P2.04",1,1,0,1
"191107","R1.006","R2.036","R3.067","P1.04","P2.04",2,3,0.333333333333333,3
"191447","R1.006","R2.038","R3.023","P1.04","P2.04",1,1,0,1
"191495","R1.006","R2.038","R3.071","P1.04","P2.04",2,2,0,2
"191618","R1.006","R2.039","R3.002","P1.04","P2.04",1,1,0,1
"191669","R1.006","R2.039","R3.053","P1.04","P2.04",1,1,0,1
"192042","R1.006","R2.041","R3.042","P1.04","P2.04",1,1,0,1
"192051","R1.006","R2.041","R3.051","P1.04","P2.04",1,1,0,1
"192253","R1.006","R2.042","R3.061","P1.04","P2.04",1,1,0,1
"192456","R1.006","R2.043","R3.072","P1.04","P2.04",2,2,0,2
"192658","R1.006","R2.044","R3.082","P1.04","P2.04",1,1,0,1
"193219","R1.006","R2.047","R3.067","P1.04","P2.04",1,2,0.5,1
"193366","R1.006","R2.048","R3.022","P1.04","P2.04",2,3,0.333333333333333,3
"193544","R1.006","R2.049","R3.008","P1.04","P2.04",1,1,0,1
"193597","R1.006","R2.049","R3.061","P1.04","P2.04",1,1,0,1
"193763","R1.006","R2.050","R3.035","P1.04","P2.04",1,1,0,1
"194115","R1.006","R2.052","R3.003","P1.04","P2.04",1,1,0,1
"194199","R1.006","R2.052","R3.087","P1.04","P2.04",1,1,0,1
"194388","R1.006","R2.053","R3.084","P1.04","P2.04",1,1,0,1
"194399","R1.006","R2.053","R3.095","P1.04","P2.04",1,1,0,1
"194499","R1.006","R2.054","R3.003","P1.04","P2.04",1,1,0,1
"194521","R1.006","R2.054","R3.025","P1.04","P2.04",1,2,0.5,1
"194583","R1.006","R2.054","R3.087","P1.04","P2.04",1,1,0,1
"195160","R1.006","R2.057","R3.088","P1.04","P2.04",1,1,0,1
"195666","R1.006","R2.060","R3.018","P1.04","P2.04",1,1,0,1
"195864","R1.006","R2.061","R3.024","P1.04","P2.04",1,1,0,1
"196107","R1.006","R2.062","R3.075","P1.04","P2.04",1,1,0,1
"196267","R1.006","R2.063","R3.043","P1.04","P2.04",1,1,0,1
"196316","R1.006","R2.063","R3.092","P1.04","P2.04",1,1,0,1
"196506","R1.006","R2.064","R3.090","P1.04","P2.04",1,1,0,1
"196664","R1.006","R2.065","R3.056","P1.04","P2.04",1,1,0,1
"196694","R1.006","R2.065","R3.086","P1.04","P2.04",1,1,0,1
"196699","R1.006","R2.065","R3.091","P1.04","P2.04",1,1,0,1
"196841","R1.006","R2.066","R3.041","P1.04","P2.04",1,1,0,1
"196842","R1.006","R2.066","R3.042","P1.04","P2.04",1,1,0,1
"196857","R1.006","R2.066","R3.057","P1.04","P2.04",1,1,0,1
"197029","R1.006","R2.067","R3.037","P1.04","P2.04",1,2,0.5,1
"197631","R1.006","R2.070","R3.063","P1.04","P2.04",1,1,0,1
"197763","R1.006","R2.071","R3.003","P1.04","P2.04",1,1,0,1
"197841","R1.006","R2.071","R3.081","P1.04","P2.04",1,1,0,1
"197849","R1.006","R2.071","R3.089","P1.04","P2.04",1,1,0,1
"197980","R1.006","R2.072","R3.028","P1.04","P2.04",1,1,0,1
"198423","R1.006","R2.074","R3.087","P1.04","P2.04",1,1,0,1
"199181","R1.006","R2.078","R3.077","P1.04","P2.04",1,1,0,1
"199740","R1.006","R2.081","R3.060","P1.04","P2.04",1,1,0,1
"200264","R1.006","R2.084","R3.008","P1.04","P2.04",1,1,0,1
"200498","R1.006","R2.085","R3.050","P1.04","P2.04",1,1,0,1
"200652","R1.006","R2.086","R3.012","P1.04","P2.04",1,1,0,1
"201686","R1.006","R2.091","R3.086","P1.04","P2.04",1,1,0,1
"201848","R1.006","R2.092","R3.056","P1.04","P2.04",1,1,0,1
"202191","R1.006","R2.094","R3.015","P1.04","P2.04",1,2,0.5,1
"221380","R1.007","R2.002","R3.004","P1.04","P2.04",1,1,0,1
"221793","R1.007","R2.004","R3.033","P1.04","P2.04",1,1,0,1
"221851","R1.007","R2.004","R3.091","P1.04","P2.04",1,1,0,1
"222048","R1.007","R2.005","R3.096","P1.04","P2.04",1,1,0,1
"222186","R1.007","R2.006","R3.042","P1.04","P2.04",1,1,0,1
"222198","R1.007","R2.006","R3.054","P1.04","P2.04",1,1,0,1
"222355","R1.007","R2.007","R3.019","P1.04","P2.04",1,1,0,1
"222357","R1.007","R2.007","R3.021","P1.04","P2.04",1,1,0,1
"222390","R1.007","R2.007","R3.054","P1.04","P2.04",1,1,0,1
"222542","R1.007","R2.008","R3.014","P1.04","P2.04",1,1,0,1
"222937","R1.007","R2.010","R3.025","P1.04","P2.04",1,2,0.5,1
"222958","R1.007","R2.010","R3.046","P1.04","P2.04",1,1,0,1
"222983","R1.007","R2.010","R3.071","P1.04","P2.04",1,1,0,1
"223681","R1.007","R2.014","R3.001","P1.04","P2.04",1,1,0,1
"223682","R1.007","R2.014","R3.002","P1.04","P2.04",1,2,0.5,1
"223743","R1.007","R2.014","R3.063","P1.04","P2.04",1,1,0,1
"223878","R1.007","R2.015","R3.006","P1.04","P2.04",1,1,0,1
"224260","R1.007","R2.017","R3.004","P1.04","P2.04",2,2,0,2
"224668","R1.007","R2.019","R3.028","P1.04","P2.04",1,1,0,1
"224686","R1.007","R2.019","R3.046","P1.04","P2.04",1,1,0,1
"225270","R1.007","R2.022","R3.054","P1.04","P2.04",1,1,0,1
"225411","R1.007","R2.023","R3.003","P1.04","P2.04",2,3,0.333333333333333,3
"225652","R1.007","R2.024","R3.052","P1.04","P2.04",2,3,0.333333333333333,3
"225996","R1.007","R2.026","R3.012","P1.04","P2.04",1,3,0.666666666666667,1
"226014","R1.007","R2.026","R3.030","P1.04","P2.04",1,1,0,1
"226022","R1.007","R2.026","R3.038","P1.04","P2.04",1,1,0,1
"226197","R1.007","R2.027","R3.021","P1.04","P2.04",1,1,0,1
"226220","R1.007","R2.027","R3.044","P1.04","P2.04",1,1,0,1
"226402","R1.007","R2.028","R3.034","P1.04","P2.04",1,3,0.666666666666667,1
"226588","R1.007","R2.029","R3.028","P1.04","P2.04",1,2,0.5,1
"226636","R1.007","R2.029","R3.076","P1.04","P2.04",1,1,0,1
"226648","R1.007","R2.029","R3.088","P1.04","P2.04",1,1,0,1
"226766","R1.007","R2.030","R3.014","P1.04","P2.04",1,1,0,1
"226794","R1.007","R2.030","R3.042","P1.04","P2.04",2,2,0,2
"226815","R1.007","R2.030","R3.063","P1.04","P2.04",2,2,0,2
"226833","R1.007","R2.030","R3.081","P1.04","P2.04",1,1,0,1
"226951","R1.007","R2.031","R3.007","P1.04","P2.04",2,2,0,2
"227152","R1.007","R2.032","R3.016","P1.04","P2.04",1,2,0.5,1
"227539","R1.007","R2.034","R3.019","P1.04","P2.04",1,3,0.666666666666667,1
"227588","R1.007","R2.034","R3.068","P1.04","P2.04",1,2,0.5,1
"227610","R1.007","R2.034","R3.090","P1.04","P2.04",1,1,0,1
"227736","R1.007","R2.035","R3.024","P1.04","P2.04",1,1,0,1
"228109","R1.007","R2.037","R3.013","P1.04","P2.04",1,1,0,1
"228156","R1.007","R2.037","R3.060","P1.04","P2.04",2,2,0,2
"228360","R1.007","R2.038","R3.072","P1.04","P2.04",1,1,0,1
"228895","R1.007","R2.041","R3.031","P1.04","P2.04",1,1,0,1
"229088","R1.007","R2.042","R3.032","P1.04","P2.04",1,2,0.5,1
"229142","R1.007","R2.042","R3.086","P1.04","P2.04",1,1,0,1
"229535","R1.007","R2.044","R3.095","P1.04","P2.04",1,1,0,1
"229690","R1.007","R2.045","R3.058","P1.04","P2.04",1,1,0,1
"230252","R1.007","R2.048","R3.044","P1.04","P2.04",1,2,0.5,1
"230272","R1.007","R2.048","R3.064","P1.04","P2.04",1,2,0.5,1
"230619","R1.007","R2.050","R3.027","P1.04","P2.04",1,1,0,1
"231605","R1.007","R2.055","R3.053","P1.04","P2.04",2,2,0,2
"231779","R1.007","R2.056","R3.035","P1.04","P2.04",1,1,0,1
"232174","R1.007","R2.058","R3.046","P1.04","P2.04",1,1,0,1
"232351","R1.007","R2.059","R3.031","P1.04","P2.04",1,1,0,1
"232401","R1.007","R2.059","R3.081","P1.04","P2.04",1,1,0,1
"232553","R1.007","R2.060","R3.041","P1.04","P2.04",1,1,0,1
"232566","R1.007","R2.060","R3.054","P1.04","P2.04",1,1,0,1
"232783","R1.007","R2.061","R3.079","P1.04","P2.04",1,1,0,1
"232909","R1.007","R2.062","R3.013","P1.04","P2.04",1,1,0,1
"232937","R1.007","R2.062","R3.041","P1.04","P2.04",1,1,0,1
"233551","R1.007","R2.065","R3.079","P1.04","P2.04",1,1,0,1
"233555","R1.007","R2.065","R3.083","P1.04","P2.04",1,2,0.5,1
"233872","R1.007","R2.067","R3.016","P1.04","P2.04",2,2,0,2
"233883","R1.007","R2.067","R3.027","P1.04","P2.04",1,1,0,1
"233907","R1.007","R2.067","R3.051","P1.04","P2.04",1,1,0,1
"234085","R1.007","R2.068","R3.037","P1.04","P2.04",1,1,0,1
"234309","R1.007","R2.069","R3.069","P1.04","P2.04",2,2,0,2
"234501","R1.007","R2.070","R3.069","P1.04","P2.04",1,1,0,1
"234672","R1.007","R2.071","R3.048","P1.04","P2.04",1,1,0,1
"235061","R1.007","R2.073","R3.053","P1.04","P2.04",1,1,0,1
"235253","R1.007","R2.074","R3.053","P1.04","P2.04",2,2,0,2
"235288","R1.007","R2.074","R3.088","P1.04","P2.04",1,3,0.666666666666667,1
"235435","R1.007","R2.075","R3.043","P1.04","P2.04",1,2,0.5,1
"235454","R1.007","R2.075","R3.062","P1.04","P2.04",1,1,0,1
"235482","R1.007","R2.075","R3.090","P1.04","P2.04",1,1,0,1
"235588","R1.007","R2.076","R3.004","P1.04","P2.04",1,1,0,1
"235595","R1.007","R2.076","R3.011","P1.04","P2.04",2,2,0,2
"235649","R1.007","R2.076","R3.065","P1.04","P2.04",1,1,0,1
"235660","R1.007","R2.076","R3.076","P1.04","P2.04",1,3,0.666666666666667,1
"235793","R1.007","R2.077","R3.017","P1.04","P2.04",2,3,0.333333333333333,3
"236180","R1.007","R2.079","R3.020","P1.04","P2.04",2,2,0,2
"236198","R1.007","R2.079","R3.038","P1.04","P2.04",1,2,0.5,1
"236231","R1.007","R2.079","R3.071","P1.04","P2.04",1,1,0,1
"236236","R1.007","R2.079","R3.076","P1.04","P2.04",1,1,0,1
"236552","R1.007","R2.081","R3.008","P1.04","P2.04",1,2,0.5,1
"236562","R1.007","R2.081","R3.018","P1.04","P2.04",1,2,0.5,1
"236767","R1.007","R2.082","R3.031","P1.04","P2.04",3,4,0.25,7
"236789","R1.007","R2.082","R3.053","P1.04","P2.04",1,1,0,1
"237368","R1.007","R2.085","R3.056","P1.04","P2.04",1,1,0,1
"237373","R1.007","R2.085","R3.061","P1.04","P2.04",1,1,0,1
"237554","R1.007","R2.086","R3.050","P1.04","P2.04",1,1,0,1
"237956","R1.007","R2.088","R3.068","P1.04","P2.04",1,1,0,1
"238278","R1.007","R2.090","R3.006","P1.04","P2.04",1,1,0,1
"238298","R1.007","R2.090","R3.026","P1.04","P2.04",1,1,0,1
"238689","R1.007","R2.092","R3.033","P1.04","P2.04",1,1,0,1
"239044","R1.007","R2.094","R3.004","P1.04","P2.04",1,2,0.5,1
"239051","R1.007","R2.094","R3.011","P1.04","P2.04",1,1,0,1
"239073","R1.007","R2.094","R3.033","P1.04","P2.04",1,1,0,1
"239083","R1.007","R2.094","R3.043","P1.04","P2.04",1,1,0,1
"258125","R1.008","R2.001","R3.077","P1.04","P2.04",1,1,0,1
"258282","R1.008","R2.002","R3.042","P1.04","P2.04",2,2,0,2
"258298","R1.008","R2.002","R3.058","P1.04","P2.04",1,1,0,1
"258325","R1.008","R2.002","R3.085","P1.04","P2.04",1,1,0,1
"258491","R1.008","R2.003","R3.059","P1.04","P2.04",1,1,0,1
"258882","R1.008","R2.005","R3.066","P1.04","P2.04",1,3,0.666666666666667,1
"259028","R1.008","R2.006","R3.020","P1.04","P2.04",2,2,0,2
"259056","R1.008","R2.006","R3.048","P1.04","P2.04",1,1,0,1
"259474","R1.008","R2.008","R3.082","P1.04","P2.04",2,3,0.333333333333333,3
"259478","R1.008","R2.008","R3.086","P1.04","P2.04",1,2,0.5,1
"260165","R1.008","R2.012","R3.005","P1.04","P2.04",1,1,0,1
"260246","R1.008","R2.012","R3.086","P1.04","P2.04",1,1,0,1
"260434","R1.008","R2.013","R3.082","P1.04","P2.04",1,1,0,1
"260557","R1.008","R2.014","R3.013","P1.04","P2.04",1,1,0,1
"260990","R1.008","R2.016","R3.062","P1.04","P2.04",1,1,0,1
"261170","R1.008","R2.017","R3.050","P1.04","P2.04",1,1,0,1
"261207","R1.008","R2.017","R3.087","P1.04","P2.04",1,1,0,1
"261333","R1.008","R2.018","R3.021","P1.04","P2.04",1,1,0,1
"261381","R1.008","R2.018","R3.069","P1.04","P2.04",1,1,0,1
"261906","R1.008","R2.021","R3.018","P1.04","P2.04",1,1,0,1
"261915","R1.008","R2.021","R3.027","P1.04","P2.04",1,1,0,1
"261916","R1.008","R2.021","R3.028","P1.04","P2.04",1,1,0,1
"262666","R1.008","R2.025","R3.010","P1.04","P2.04",1,1,0,1
"264021","R1.008","R2.032","R3.021","P1.04","P2.04",1,1,0,1
"264088","R1.008","R2.032","R3.088","P1.04","P2.04",1,1,0,1
"264201","R1.008","R2.033","R3.009","P1.04","P2.04",2,2,0,2
"264275","R1.008","R2.033","R3.083","P1.04","P2.04",1,1,0,1
"264284","R1.008","R2.033","R3.092","P1.04","P2.04",1,1,0,1
"264386","R1.008","R2.034","R3.002","P1.04","P2.04",2,2,0,2
"264442","R1.008","R2.034","R3.058","P1.04","P2.04",1,1,0,1
"264458","R1.008","R2.034","R3.074","P1.04","P2.04",1,1,0,1
"264830","R1.008","R2.036","R3.062","P1.04","P2.04",1,1,0,1
"265219","R1.008","R2.038","R3.067","P1.04","P2.04",1,1,0,1
"265361","R1.008","R2.039","R3.017","P1.04","P2.04",1,1,0,1
"265374","R1.008","R2.039","R3.030","P1.04","P2.04",1,1,0,1
"265393","R1.008","R2.039","R3.049","P1.04","P2.04",1,1,0,1
"265436","R1.008","R2.039","R3.092","P1.04","P2.04",1,1,0,1
"266378","R1.008","R2.044","R3.074","P1.04","P2.04",1,1,0,1
"266581","R1.008","R2.045","R3.085","P1.04","P2.04",1,1,0,1
"266888","R1.008","R2.047","R3.008","P1.04","P2.04",1,1,0,1
"267340","R1.008","R2.049","R3.076","P1.04","P2.04",1,1,0,1
"267482","R1.008","R2.050","R3.026","P1.04","P2.04",1,1,0,1
"267524","R1.008","R2.050","R3.068","P1.04","P2.04",1,1,0,1
"267654","R1.008","R2.051","R3.006","P1.04","P2.04",1,1,0,1
"268307","R1.008","R2.054","R3.083","P1.04","P2.04",1,1,0,1
"268478","R1.008","R2.055","R3.062","P1.04","P2.04",1,1,0,1
"268682","R1.008","R2.056","R3.074","P1.04","P2.04",1,1,0,1
"268850","R1.008","R2.057","R3.050","P1.04","P2.04",1,1,0,1
"269442","R1.008","R2.060","R3.066","P1.04","P2.04",1,2,0.5,1
"269804","R1.008","R2.062","R3.044","P1.04","P2.04",1,1,0,1
"270410","R1.008","R2.065","R3.074","P1.04","P2.04",2,2,0,2
"270582","R1.008","R2.066","R3.054","P1.04","P2.04",1,1,0,1
"270621","R1.008","R2.066","R3.093","P1.04","P2.04",2,2,0,2
"270751","R1.008","R2.067","R3.031","P1.04","P2.04",1,1,0,1
"271143","R1.008","R2.069","R3.039","P1.04","P2.04",1,1,0,1
"271164","R1.008","R2.069","R3.060","P1.04","P2.04",1,1,0,1
"271541","R1.008","R2.071","R3.053","P1.04","P2.04",1,1,0,1
"271563","R1.008","R2.071","R3.075","P1.04","P2.04",1,1,0,1
"271579","R1.008","R2.071","R3.091","P1.04","P2.04",1,1,0,1
"271880","R1.008","R2.073","R3.008","P1.04","P2.04",1,1,0,1
"272265","R1.008","R2.075","R3.009","P1.04","P2.04",1,1,0,1
"272474","R1.008","R2.076","R3.026","P1.04","P2.04",1,1,0,1
"272684","R1.008","R2.077","R3.044","P1.04","P2.04",2,2,0,2
"273086","R1.008","R2.079","R3.062","P1.04","P2.04",1,1,0,1
"273227","R1.008","R2.080","R3.011","P1.04","P2.04",1,1,0,1
"273268","R1.008","R2.080","R3.052","P1.04","P2.04",1,2,0.5,1
"273309","R1.008","R2.080","R3.093","P1.04","P2.04",1,1,0,1
"273474","R1.008","R2.081","R3.066","P1.04","P2.04",1,1,0,1
"273480","R1.008","R2.081","R3.072","P1.04","P2.04",1,1,0,1
"273635","R1.008","R2.082","R3.035","P1.04","P2.04",1,1,0,1
"274222","R1.008","R2.085","R3.046","P1.04","P2.04",1,1,0,1
"274245","R1.008","R2.085","R3.069","P1.04","P2.04",1,1,0,1
"274587","R1.008","R2.087","R3.027","P1.04","P2.04",1,1,0,1
"274616","R1.008","R2.087","R3.056","P1.04","P2.04",3,3,0,3
"275174","R1.008","R2.090","R3.038","P1.04","P2.04",1,1,0,1
"275195","R1.008","R2.090","R3.059","P1.04","P2.04",1,3,0.666666666666667,1
"275401","R1.008","R2.091","R3.073","P1.04","P2.04",1,1,0,1
"275535","R1.008","R2.092","R3.015","P1.04","P2.04",2,2,0,2
"275718","R1.008","R2.093","R3.006","P1.04","P2.04",1,1,0,1
"275736","R1.008","R2.093","R3.024","P1.04","P2.04",1,1,0,1
"275779","R1.008","R2.093","R3.067","P1.04","P2.04",1,1,0,1
"275985","R1.008","R2.094","R3.081","P1.04","P2.04",1,1,0,1
"276382","R1.008","R2.096","R3.094","P1.04","P2.04",1,1,0,1
"294977","R1.009","R2.001","R3.065","P1.04","P2.04",1,1,0,1
"295306","R1.009","R2.003","R3.010","P1.04","P2.04",1,1,0,1
"295330","R1.009","R2.003","R3.034","P1.04","P2.04",1,1,0,1
"295931","R1.009","R2.006","R3.059","P1.04","P2.04",1,1,0,1
"296865","R1.009","R2.011","R3.033","P1.04","P2.04",1,1,0,1
"297028","R1.009","R2.012","R3.004","P1.04","P2.04",1,1,0,1
"297479","R1.009","R2.014","R3.071","P1.04","P2.04",1,1,0,1
"297669","R1.009","R2.015","R3.069","P1.04","P2.04",1,1,0,1
"297688","R1.009","R2.015","R3.088","P1.04","P2.04",1,1,0,1
"298187","R1.009","R2.018","R3.011","P1.04","P2.04",1,1,0,1
"298419","R1.009","R2.019","R3.051","P1.04","P2.04",1,1,0,1
"299222","R1.009","R2.023","R3.086","P1.04","P2.04",1,1,0,1
"299226","R1.009","R2.023","R3.090","P1.04","P2.04",2,2,0,2
"299385","R1.009","R2.024","R3.057","P1.04","P2.04",1,2,0.5,1
"299548","R1.009","R2.025","R3.028","P1.04","P2.04",1,1,0,1
"299753","R1.009","R2.026","R3.041","P1.04","P2.04",1,2,0.5,1
"299921","R1.009","R2.027","R3.017","P1.04","P2.04",1,1,0,1
"300101","R1.009","R2.028","R3.005","P1.04","P2.04",1,1,0,1
"300525","R1.009","R2.030","R3.045","P1.04","P2.04",1,1,0,1
"301146","R1.009","R2.033","R3.090","P1.04","P2.04",1,1,0,1
"301293","R1.009","R2.034","R3.045","P1.04","P2.04",1,1,0,1
"301492","R1.009","R2.035","R3.052","P1.04","P2.04",1,1,0,1
"302094","R1.009","R2.038","R3.078","P1.04","P2.04",1,1,0,1
"302791","R1.009","R2.042","R3.007","P1.04","P2.04",1,1,0,1
"302812","R1.009","R2.042","R3.028","P1.04","P2.04",1,2,0.5,1
"303014","R1.009","R2.043","R3.038","P1.04","P2.04",1,1,0,1
"303380","R1.009","R2.045","R3.020","P1.04","P2.04",1,1,0,1
"303597","R1.009","R2.046","R3.045","P1.04","P2.04",1,1,0,1
"303611","R1.009","R2.046","R3.059","P1.04","P2.04",1,1,0,1
"303642","R1.009","R2.046","R3.090","P1.04","P2.04",1,1,0,1
"303963","R1.009","R2.048","R3.027","P1.04","P2.04",2,2,0,2
"303984","R1.009","R2.048","R3.048","P1.04","P2.04",2,2,0,2
"304718","R1.009","R2.052","R3.014","P1.04","P2.04",1,1,0,1
"306081","R1.009","R2.059","R3.033","P1.04","P2.04",1,1,0,1
"306106","R1.009","R2.059","R3.058","P1.04","P2.04",1,1,0,1
"306295","R1.009","R2.060","R3.055","P1.04","P2.04",1,2,0.5,1
"306331","R1.009","R2.060","R3.091","P1.04","P2.04",1,1,0,1
"307280","R1.009","R2.065","R3.080","P1.04","P2.04",1,1,0,1
"307404","R1.009","R2.066","R3.012","P1.04","P2.04",1,1,0,1
"307428","R1.009","R2.066","R3.036","P1.04","P2.04",1,1,0,1
"307675","R1.009","R2.067","R3.091","P1.04","P2.04",1,1,0,1
"307809","R1.009","R2.068","R3.033","P1.04","P2.04",1,2,0.5,1
"307860","R1.009","R2.068","R3.084","P1.04","P2.04",1,1,0,1
"308034","R1.009","R2.069","R3.066","P1.04","P2.04",1,1,0,1
"308061","R1.009","R2.069","R3.093","P1.04","P2.04",1,1,0,1
"308441","R1.009","R2.071","R3.089","P1.04","P2.04",1,1,0,1
"308962","R1.009","R2.074","R3.034","P1.04","P2.04",3,3,0,3
"310154","R1.009","R2.080","R3.074","P1.04","P2.04",1,1,0,1
"310293","R1.009","R2.081","R3.021","P1.04","P2.04",1,1,0,1
"310508","R1.009","R2.082","R3.044","P1.04","P2.04",1,1,0,1
"311310","R1.009","R2.086","R3.078","P1.04","P2.04",1,1,0,1
"312012","R1.009","R2.090","R3.012","P1.04","P2.04",1,1,0,1
"312417","R1.009","R2.092","R3.033","P1.04","P2.04",1,1,0,1
"313004","R1.009","R2.095","R3.044","P1.04","P2.04",1,2,0.5,1
"313011","R1.009","R2.095","R3.051","P1.04","P2.04",1,1,0,1
"331837","R1.010","R2.001","R3.061","P1.04","P2.04",1,1,0,1
"332033","R1.010","R2.002","R3.065","P1.04","P2.04",1,1,0,1
"332184","R1.010","R2.003","R3.024","P1.04","P2.04",1,1,0,1
"332242","R1.010","R2.003","R3.082","P1.04","P2.04",1,1,0,1
"332379","R1.010","R2.004","R3.027","P1.04","P2.04",1,1,0,1
"332397","R1.010","R2.004","R3.045","P1.04","P2.04",1,1,0,1
"332599","R1.010","R2.005","R3.055","P1.04","P2.04",1,1,0,1
"333133","R1.010","R2.008","R3.013","P1.04","P2.04",3,3,0,3
"333173","R1.010","R2.008","R3.053","P1.04","P2.04",1,2,0.5,1
"333525","R1.010","R2.010","R3.021","P1.04","P2.04",1,1,0,1
"333702","R1.010","R2.011","R3.006","P1.04","P2.04",1,1,0,1
"333773","R1.010","R2.011","R3.077","P1.04","P2.04",1,1,0,1
"334152","R1.010","R2.013","R3.072","P1.04","P2.04",1,1,0,1
"334173","R1.010","R2.013","R3.093","P1.04","P2.04",1,1,0,1
"334857","R1.010","R2.017","R3.009","P1.04","P2.04",1,2,0.5,1
"334867","R1.010","R2.017","R3.019","P1.04","P2.04",1,1,0,1
"334943","R1.010","R2.017","R3.095","P1.04","P2.04",1,1,0,1
"335102","R1.010","R2.018","R3.062","P1.04","P2.04",1,1,0,1
"335108","R1.010","R2.018","R3.068","P1.04","P2.04",1,1,0,1
